period	words	genre	title	citation	syntax	form
1890s	senang	verses	SAB 60:5a	......... Beginda boekan swatoe | Giranglah Beginda tiada seperti , Bahasa Enggris Beginda mengarti , Bitjara kepada Permeisoeri goesti , Dalam bahasa nja orang poeti | <phr>Banjaklah</phr> <w>senang</w> <phr>diatas</phr> Beginda , Soeda bladjar tempo nja moeda , Bahasa Enggris faham lah soeda , Sangat pandei toetoer dan sebda | Nama Beginda termasohor warta , Dinegri Johor tempat .....	nominal	root
1890s	senang	verses	SAB 61:6a	.., Mengadap Beginda jang bidjaksana | Dengan manis Beginda bersebda , Slamat segala didalam negri ada , Laloe mendjawab kepada Beginda , Satoe poen koeranglah tiada | Sangatlah senang hati Beginda , Segala nja dengan slamat ada , Sama djoega ditinggalkan soeda , Negri nja ramei bertambah inda | Bertambahlah Beginda arif mengarti , Soeda maliat Europa .....	non-nominal	root
1890s	senang	verses	SAB 96:7b	... segala negri dan kota , Paninggalan Beginda doeli makota , Bertambah asil nja soeda lah njata , Banjak bertambah koeda dan kreta | Beginda Sultan mendengar sebda , Sangat-lah senang hati Beginda , Negri nja slamat sekalian nja ada , Daripada dahoeloe jang telah soeda | Pangoeloe dan kadli datang semoa nja , Moefti jang membatja doa slamat nja , Minta ...	non-nominal	root
1890s	senang	verses	SAB 97:2b	.. kadli datang semoa nja , Moefti jang membatja doa slamat nja , Minta Allah berkatkan Sultan nja , Pandjang oemoer sihat badan nja | Slamat segala di dalam negri , Dagang ramei senang mentjari , Banjak lah orang datang kemari , Bertamba ramei setiap hati | Beginda banjaklah bersoekahati , Mendengar segala nja doa Moefti , Kepada Beginda minta di berkati ,	non-nominal	root
1890s	senang	verses	SAB 99:3c	Soeda blaijar dinegri mana-mana , Diboeat dalam negri nja dengan semporna , Apa jang ferloe apa jang bergoena | Bertambahlah ramei didalam negri , Banjak orang datang mentjari ,Senang rezeki nja dapat ditjari , Membri nafkahnja anak dan istri | Segala tenaman samoa nja mendjadi , Sawa dan ladang bertanam padi , Serta djagoeng oebi dan kladi , Apa ditanam .	nominal	root
1890s	senang	verses	SAB 100:6c	... kebon nja ada berdjoempa , Banjak koeli nja ada Bebrapa , Ada jang di gadji ada jang dioepa | Banjak orang Europa jang soeda kaia , Bertanam banjak kopi Leberia , Kerdja nja senang tiada brapa paia , Lagi poen senang memetik dia | Bandar Maharani banjak asil nja , Banjak orang dalam negri nja , Negri nja besar sangat ramei nja , Darisanalah negri Johor	non-nominal	root
1890s	senang	verses	SAB 100:6d	. koeli nja ada Bebrapa , Ada jang di gadji ada jang dioepa | Banjak orang Europa jang soeda kaia , Bertanam banjak kopi Leberia , Kerdja nja senang tiada brapa paia , Lagi poen senang memetik dia | Bandar Maharani banjak asil nja , Banjak orang dalam negri nja , Negri nja besar sangat ramei nja , Darisanalah negri Johor dapat oentoeng nja | Baroe di boeat	non-nominal	root
1890s	senang	verses	SAB 102:4d	berharta , Bertambalah banjak koeda dan kreta , Segala djalan nja bersi dan rata | Sangatlah aman didalam negri , Djarang ada maling mentjoeri , Aman sentausa sepandjang hari ,Senang rezeki dapat ditjari | Didalam negri aman sentausa , Banjak jang poenja riboe dan laksa , Banjak jang senang sedikit jang soesa , Bertambah ramei kampong dan desa |.........	nominal	root
1890s	senang	verses	SAB 102:5c	..., Djarang ada maling mentjoeri , Aman sentausa sepandjang hari , Senang rezeki dapat ditjari | Didalam negri aman sentausa , Banjak jang poenja riboe dan laksa , Banjak jang senang sedikit jang soesa , Bertambah ramei kampong dan desa | Sangatlah adil hoekoem prenta , Kaija miskin disamakan rata , Tiada dipandang orang berharta , Menoeroet oendang ada .	non-nominal	root
1890s	senang	verses	SAB 103:2b	......| Senanglah Beginda Sultan bistari , Sangat lah mahmoer di dalam negri , Negri nja aman Allah membri , Ramei dagang datang mentjari | Hati Beginda sangat termasa , <phr>Banjak</phr> <w>senang</w> djarang jang soesa , Dengan toeloengan Toehan jang kwasa , Bertambah asil riboe dan laksa | Nama Beginda sangatlah moelia , Negri nja ramei bertambahlah kaia , Termasohor ...	nominal	root
1890s	senang	verses	SAB 103:4b	.....| Nama Beginda sangatlah moelia , Negri nja ramei bertambahlah kaia , Termasohor nama nja di Timor India , Tiada lah dapat bandingan dia | Tjoekoeplah soeda Allah membri ,Senang sentausa didalam negri , Bersoeka tjita sepandjang hari , Selagi ada hidoep Permeisoeri | Permeisoeri jang toea besar daulat nja , Sangat mosetadjap apa kata nja , Tjinta ...	non-nominal	root
1890s	senang	verses	SAB 104:2b	.... itoe sangatlah bertoewa , Apa kata nja tiada jang ketjiwa , Apa jang dikata nanti bersoewa , Saijang Beginda sepertikan djiwa | Slama Permeisoeri toewa lagi ada , Sangatlah senang hati nja Beginda , Djarang hati nja ada bergonda , Sakit tiada datang mengoda | Hati nja senang sihatlah angota , Tiada ada datang berdoeka tjita , Bertambah mahmoer ........	non-nominal	root
1890s	senang	verses	SAB 104:3a	. Saijang Beginda sepertikan djiwa | Slama Permeisoeri toewa lagi ada , Sangatlah senang hati nja Beginda , Djarang hati nja ada bergonda , Sakit tiada datang mengoda | Hati nja senang sihatlah angota , Tiada ada datang berdoeka tjita , Bertambah mahmoer mendapat harta , Senang membli intan permata | Swatoe poen tiada kekal nja ada , Dahoeloe senang .......	non-nominal	root
1890s	senang	verses	SAB 104:3d	... Beginda , Djarang hati nja ada bergonda , Sakit tiada datang mengoda | Hati nja senang sihatlah angota , Tiada ada datang berdoeka tjita , Bertambah mahmoer mendapat harta ,Senang membli intan permata | Swatoe poen tiada kekal nja ada , Dahoeloe senang sekarang bergonda , Apakan daija takdir nja soeda , Akan mendoekakan hati Beginda | Demikianlah ada .	non-nominal	root
1890s	senang	verses	SAB 104:4b	. Hati nja senang sihatlah angota , Tiada ada datang berdoeka tjita , Bertambah mahmoer mendapat harta , Senang membli intan permata | Swatoe poen tiada kekal nja ada , Dahoeloe senang sekarang bergonda , Apakan daija takdir nja soeda , Akan mendoekakan hati Beginda | Demikianlah ada ketsa dan pri , Gringlah soeda Permeisoeri bistari , Segala matjam obat ..	non-nominal	root
1890s	senang	verses	SAB 119:2d	. bistari , Kepada segala wazir dan manteri , Beginda laloe membri kan prenta | Hadlir menanti di belerong siri , Segala djalan di bikinkan rata , Dibikin bersi negri dan kota ,Senang berlari koeda dan kreta | Beginda banjak membawak barang , Dibli di Europa tana sebrang , Disoeroe bongkar segala sekarang , Didalam astana dimasoekan orang | Bawak ka ......	non-nominal	root
1890s	senang	verses	SAB 132:4c	... amat kwasa , Menjemboekan penjakit brapa soesa , Bermoehoenlah kita sanantiasa , Sopaya djangan djadi binasa | Toeankoe Makota arif bistari , Hati nja Sultan dibri hiboeri ,Senang rasa nja tiada terpri , Laloelah Sultan bermoehoen diri | Berdjabat tangan berpegang djari , Slamat tinggal soeda dibri , Naik kreta koeda berlari , Poelang dimana tempat ...	non-nominal	root
1890s	senang	verses	SAB 156:6c	nja , Diseblah diatas main kartoe nja , Serta main djoedi dan lain nja , Touke Ah Siang djadi pacht djoedi nja | Sangatlah ramei pada hari itoe , Makan dan minoem main kartoe ,Senang hati jang datang disitoe , Roema nja bersi hatoeran nja tentoe | Berpoeloe medja beratoes krosi nja , Djikalau malam terang lampoe nja , Lengkap dengan brapa priasan nja ,..	non-nominal	root
1890s	senang	verses	SAB 169:4c	... perhatoeran padoeka aijanda , Sangatlah adil prenta njang soeda , Bertambah banjak harta dan benda | Ja Allah Toehan jang amat moera , Berkatkan raijat nja di dalam nagara ,Senang sentausa djangan sangsara , Segala makanan harga nja moera | Demikian djoega didalam negri , Moefakat segala pegawei manteri , Bertambah ramei Allah memberi , Senang rezekie	non-nominal	root
1890s	senang	verses	SAB 169:5d	.. nagara , Senang sentausa djangan sangsara , Segala makanan harga nja moera | Demikian djoega didalam negri , Moefakat segala pegawei manteri , Bertambah ramei Allah memberi ,Senang rezekie nja dapat ditjari | Minta mendjadi segala tenaman , Didalam negri sentausa dan aman , Biar bertambah kampong dan laman , Bertambah ramei nja di ini zaman | Demikian .	nominal	root
1890s	senang	verses	SAB 175:7b	. di Muar negri dan kota , Apa jang ditanam mendjadi rata , Banjak asil nja djangan dikata , Dalam setahoen berdjoeta djoeta | Ya Allah berkatkan Johor negri , Segala raijat nja senang mentjari , Banjak jang alim sedikit pentjoeri , Banjak asil nja tiada terpri | Banjak trima kasih boekan swatoe , Dari kebadjikan nja Beginda Ratoe , Melantikan Sultan ......	non-nominal	root
1890s	senang	verses	SAB 183:6d	.., Brapa mendapat bersoeka tjita , Pergi blaijar koeliling nja rata | Poeaslah kesenangan di doenia ini , Soeda maliat negri kesana sini , Soeda miningalkan doenia jang fani ,Senang disorga sekarang kini | Dari Almarhoem baik hati nja , Waktoe hidoep brapa kesanangan nja , Toehan Allah sangat kasih pada nja , Membri kesenangan selama hidoep nja |.......	non-nominal	root
1890s	senang	verses	SAB 184:1b	.... Almarhoem baik hati nja , Waktoe hidoep brapa kesanangan nja , Toehan Allah sangat kasih pada nja , Membri kesenangan selama hidoep nja | Sekarang diharap demikian djoega ,Senang djiwa nja didalam sorga , Kesenangan disana tiada terhingga , Amal jang baik mahal lah harga | Soeda tjoekoeplah kesenangan nja , Waktoe Almarhoem ada aijat nja , Soeda .....	non-nominal	root
1890s	senang	verses	SAB 184:2c	..... nja didalam sorga , Kesenangan disana tiada terhingga , Amal jang baik mahal lah harga | Soeda tjoekoeplah kesenangan nja , Waktoe Almarhoem ada aijat nja , Soeda memboeat senang hati nja , Lima kali pergi ka negri Europa nja | Soekar lah mendapat seperti Beginda , Banjak soeka hati di boeat nja soeda , Dalam astana nja bermatjam benda , Segala ......	non-nominal	root
1890s	senang	verses	SAB 185:1c	soeka , Dengan tertawa dan manis moeka , Satoe orang tiada jang berdoeka | Ya Allah Toehan jang hidoep slama nja , Dengarlah permintahan kami semoa nja , Brilah Sultan Abubakar senang djiwa nja , Tempat jang senang slama lama nja | Jang kami taoe dengan pasti , Almarhoem itoe sangat moera hati , Kepada Toehan sangat berbakti , Memboeat amal tiada brenti |	non-nominal	root
1890s	senang	verses	SAB 185:1d	.. moeka , Satoe orang tiada jang berdoeka | Ya Allah Toehan jang hidoep slama nja , Dengarlah permintahan kami semoa nja , Brilah Sultan Abubakar senang djiwa nja , Tempat jang senang slama lama nja | Jang kami taoe dengan pasti , Almarhoem itoe sangat moera hati , Kepada Toehan sangat berbakti , Memboeat amal tiada brenti | Kami memoehoenkan hati renda ,	non-nominal	root
1890s	senang	verses	SAB 185:6c	. lah ada slama nja zaman , Brilah djiwa nja Sultan boediman , Di dalam sorga tempat jang aman | Kerna Almarhoem Sultan berbakti , Terlaloeh sangat moera nja hati , <phr>Brilah</phr> djiwa <w>senang</w> brenti , Di dalam sorga jang sedjati | Ya Allah Toehan langit dan boemi , Dengar lah segala permintahan kami , Kami memoehoenkan berami rami , Brilah kami hidoep berdami |..	nominal	root
1890s	senang	verses	SAB 188:3d	saudagar mendapat labah , Kepada jang miskin menaroeh hibah | Minta negri nja aman sentausa , Dengan toeloengan Toehan jang kwasa , Bertambah ramei negri dan desa , Banjak jang senang sedikit jang soesa | Minta bertambah asil nja negri , Banjak saudagar datang mentjari , Aman sentausa setiap nja hari , Banjak jang datang pinda kemari | Demikian di Bandar .	non-nominal	root
1890s	senang	verses	SAB 192:2d	...., Bertambah ramei inilah masa , Djangan raijat nja mendapat soesa | Berkatkan Beginda Sultan bistari , Serta segala pegawei dan manteri , Segala raijat nja di dalam negri ,Senang sentausa setiap nja hari | Bertambahlah ramei di Johor nagara , Banjak asil nja tiada tekira , Segala makanan harga nja moera , Sopaija orang djangan sangsara | Berkatkan ...	non-nominal	root
1890s	senang	verses	SAB 196:3b	.. tiada lagi aijer mata , Segala orang disana bersoeka tjita , Tiada jang memaki jang menista , Segala orang disana bertjinta-tjinta | Disorga tiada bergoena harta , Segala nja senang samalah rata , Tiada jang pata tiada jang boeta , Tiada jang bohong tiada jang djoesta | Disorga tiada jang lapar dan doeaga , Makan dan minoem tiada djoega , Kebagoesan ....	non-nominal	root
1890s	senang	verses	SAB 196:6d	......, Disorga tiada ada kiamat , Tempat kesangan segala oemat | Disorga tempat jang amat moelia , Tiada jang miskin tiada jang kaia , Segala nja kaija disana dia , Segala nja senang tiada jang paia | Perkara sorga di brentikan sekarang , Ma-afkan Toean lebih dan koerang , Njatalah soenggoeh tiada sebarang , Apa jang disaerkan njatalah terang | Dengarlah	non-nominal	root
1890s	senang	verses	RJoh 6c	. namanya , Marhum Ibrahim nama ayahandanya , Sikap majlis elok parasnya , Arif laksana sempurna bicaranya. | Serta adil lagi perkasa , Ramai memuji segala bangsa , Di dalam negeri senang sentiasa , Banyaklah mereka suka temasya. | Johor Baharu konon dinamakan , Di situlah bersemayam Paduka Sultan , Datuk Menteri wazir pilihan , Memerintah di bawah baginda ...	non-nominal	root
1890s	senang	verses	RJoh 30d	. memuji segala mereka , Entahlah berapa pulanya harga. | Pelabuhan negeri tersebutlah gerang[an] , Airnya dalam harusnya tenang , Tiada suatu batu karang , Kapal berlabuh terlalu senang. | Tebing pantai batu berikat , Pasir kapur dibuat perekat , Rupanya elok serta kuat , Kapal berlabuh di tebing rapat. | Kapal nan masuk berganti-ganti , Kecil dan besar ....	non-nominal	root
1890s	senang	verses	RJoh 245c	... perkataan , Cukup dengan segala perhiasan , Harta benda banyak ditinggalkan , Sukanya orang dapat rampasan. | Adapun Pahang zaman bahari , Emas perak dapat dicari , <phr>Banyaklah</phr> <w>senang</w> <phr>isi negeri</phr> , Apatah lagi Raja dan menteri. | Tersebut kisah Raja negara , Tatkala alah pekan pesara , Mudik ke Cenor hulu negara , Serta membawa sekaliannya putera. | Ungku .	nominal	root
1890s	senang	verses	RJoh 650d	. intan baiduri , Rupanya indah tidak terperi. | Adalah pula aral yang datang , Sebab gering anakanda nan girang , Baginda pun berangkat balik ke Pahang , Menanti waktu masa yang senang. | Kata orang yang menceterakan , Tersebut kisah paduka sultan , Berangkat belayar ke Negeri England , Serta diiringkan teman dan kawan. | Adapun akan Duli yang mulia ,.....	non-nominal	root
1890s	senang	verses	RJoh 881a	. terperi , Langgam* [?] Parsi manis berseri. | Negeri Perak masa sekarang , Wartanya masyhur disebut orang , Kelebihannya banyak sudahlah terang , Jauh bezanya bukan kepalang. | Senang sentiasa di dalam negeri , Wang duit sudah dicari , Apatah lagi raja dan menteri , Bersuka-sukaan sehari-hari. | Residen Jeneral tersebutlah kisah , Wakil Queen usul yang ...	non-nominal	root
1890s	senang	verses	RJoh 985b	. tua dan muda , Mengiring Tengku Puan Putera baginda , Pergi ke Pahang lela yang syahda , Cukup lengkap harta benda. | Belayarlah sudah paras gemilang , Tegalnya kena musim yang senang, Di dalam lautan terlalu tenang , Lajunya kenaikan bukan kepalang. | Haluan menuju mata utara , Seketika hilang Bukit Bendera , Pelayaran tiada berapa antara , Sampailah ...	non-nominal	root
1890s	senang	verses	RJoh 1022b	.... tuan suatu madah , Encik dan tuan muda yang petah , Karangan ini tiada indah , Sekadar menghibur hati yang gundah. | Gundahnya hati bukan kepalang , Jarang merasa hati yang senang, Dagang nan duduk di Negeri Pahang , Adik dan kakak bertemu pun jarang | Duduk menyurat tunduk tengadah , Mencari sajaknya terlalu susah , Seperti sajak yang telah sudah ,.	non-nominal	root
1910s	senang	verses	Das 3:2d	.... sama kasih juga , pada tuan kasih suka , saban hari ia jaga , makan pagi macam néka | Tuan sangat kasih kenang , pada nyai racun lanang , tatang bagai air tenang , sari2 hati senang| Nyai hormat malam siang , cakap halus gambar wayang , sikit tidak marah goyang , mangkin hari kasih sayang | Tuan lihat nyai tunak , kasih sayang tambah jinak , sari2 hati	non-nominal	root
1910s	senang	verses	Das 18:8d	adik bidadari , nyawa kakang ratu peri , harta semua bawa mari , simpan jangan orang curi | Emas intan mahal harga , taruh di peti tembaga , kakang boléh tolong jaga , hati adik senang lega | Nyai dengar yakin semua , gurau senda suka tawa , hari satu sampai dua , tidak hirau bini tua | Dalam bilik Sami`un léka , puju´ cembu macam néka , sambil puju´ kici´	non-nominal	root
1910s	senang	verses	Das 34:2a	.., masuk cincin gelang rantai , tidak sedar orang hintai | Sema`un tengah masuk cincin , mata intan ikat licin , sambil kata main-main , kita orang mau kawin | Sebab kita sudah senang, empat wadon kita pinang , ini sudah ada tunang , pada embo´ tidak kenang | Hayati jawab gurau senda , kakang ini mengada-ngada , nyai cantik lengkap ada , sudah mati ......	non-nominal	root
1910s	senang	verses	Raksi 17b	Dengarkan tuan muda berbangsa , Jika esa bersama esa , Tersangat baik muda berbangsa , Siang dan malam beroleh sentosa | Rezkinya mudah bukan kepalang , Siang dan malam <phr>tiadalah</phr> senang, Sahabat dan handai saudara berulang , Dilepaskan Allah sifat yang malang | Berkasih-kasihan tiada antara , Terlindung daripada bahaya dan mara , Kasih padanya beberapa ....	nominal	root
